game,category,game+category,time,released_year,age,nb_of_runs,main_platform,main_genre,engine,developer,publisher
The Immortal (NES),Any%,The Immortal (NES) - Any%,648,1990,31,8,Nintendo Entertainment System,,,,
Nim & Nom,Any%,Nim & Nom - Any%,519,2018,3,4,Nintendo Entertainment System,,,,
Nim & Nom,2 Player,Nim & Nom - 2 Player,490,2018,3,1,Nintendo Entertainment System,,,,
Bad Rats: The Rats' Revenge,Tutorial,Bad Rats: The Rats' Revenge - Tutorial,47.91,2009,12,24,PC,Puzzle,,Invent4 Entertainment,Strategy First
Bad Rats: The Rats' Revenge,Any%,Bad Rats: The Rats' Revenge - Any%,12.68,2009,12,18,PC,Puzzle,,Invent4 Entertainment,Strategy First
Bad Rats: The Rats' Revenge,All Levels,Bad Rats: The Rats' Revenge - All Levels,1703,2009,12,8,PC,Puzzle,,Invent4 Entertainment,Strategy First
Bad Rats: The Rats' Revenge,All Achievements,Bad Rats: The Rats' Revenge - All Achievements,1703,2009,12,0,PC,Puzzle,,Invent4 Entertainment,Strategy First
Top Gear,Amateur,Top Gear - Amateur,0,1992,29,26,Super Nintendo,Racing,,Gremlin Graphics,Kemco
Top Gear,Championship,Top Gear - Championship,0,1992,29,14,Super Nintendo,Racing,,Gremlin Graphics,Kemco
Top Gear,Co-op,Top Gear - Co-op,5745,1992,29,8,Super Nintendo,Racing,,Gremlin Graphics,Kemco
Portal,Inbounds,Portal - Inbounds,581.8,2007,14,971,PlayStation 3,Puzzle-Platformer,Source,Valve,Valve
Portal,Out of Bounds,Portal - Out of Bounds,424.311,2007,14,426,PlayStation 3,Puzzle-Platformer,Source,Valve,Valve
Portal,Glitchless,Portal - Glitchless,903.18,2007,14,1223,PlayStation 3,Puzzle-Platformer,Source,Valve,Valve
Portal,Inbounds No SLA,Portal - Inbounds No SLA,695.83,2007,14,443,PlayStation 3,Puzzle-Platformer,Source,Valve,Valve
The Panda Prince/Super the Lion King 2,The Panda Prince (any%),The Panda Prince/Super the Lion King 2 - The Panda Prince (any%),175,1996,25,3,Nintendo Entertainment System,Platformer,,Ex-Sachen,Ka Sheng
The Panda Prince/Super the Lion King 2,Super The Lion King 2 (any%),The Panda Prince/Super the Lion King 2 - Super The Lion King 2 (any%),119,1996,25,2,Nintendo Entertainment System,Platformer,,Ex-Sachen,Ka Sheng
Riviera: The Promised Land,Any%,Riviera: The Promised Land - Any%,119,2002,19,0,Game Boy Advance,,,,
Riviera: The Promised Land,Glitched J,Riviera: The Promised Land - Glitched J,119,2002,19,0,Game Boy Advance,,,,
Riviera: The Promised Land,Much EXP Mode,Riviera: The Promised Land - Much EXP Mode,119,2002,19,0,Game Boy Advance,,,,
Mario Party,Mini-Game Island Any%,Mario Party - Mini-Game Island Any%,2041,1998,23,191,Nintendo 64,,,,
Mario Party,Mini-Game Island 100%,Mario Party - Mini-Game Island 100%,2632,1998,23,53,Nintendo 64,,,,
Mario Party,All Boards (Easy),Mario Party - All Boards (Easy),21284,1998,23,15,Nintendo 64,,,,
Mario Party,All Boards (Normal),Mario Party - All Boards (Normal),21555,1998,23,11,Nintendo 64,,,,
Mario Party,All Boards (Hard),Mario Party - All Boards (Hard),21361,1998,23,6,Nintendo 64,,,,
Batman: The Caped Crusader,Any%,Batman: The Caped Crusader - Any%,1512,1988,33,1,Commodore 64,,,,
Turnabout,All Levels,Turnabout - All Levels,1512,2000,21,0,PlayStation,Puzzle,,Artdink,Artdink
Turnabout,1-50,Turnabout - 1-50,1277,2000,21,1,PlayStation,Puzzle,,Artdink,Artdink
Lizard,Any%,Lizard - Any%,1118,2018,3,8,Nintendo Entertainment System,,,,
Lizard,Any% RUDD,Lizard - Any% RUDD,910,2018,3,3,Nintendo Entertainment System,,,,
Warlock,Any%,Warlock - Any%,1714,1995,26,4,Super Nintendo,Action,,Realtime Associates,LJN (SNES)
Shrek: Fairy Tale Freakdown,Any%,Shrek: Fairy Tale Freakdown - Any%,139,2001,20,12,Game Boy Color,,,,
Little Red Hood,Any%,Little Red Hood - Any%,510,1989,32,4,Nintendo Entertainment System,,,,
Chiki Chiki Boys,Any%,Chiki Chiki Boys - Any%,999,1992,29,7,Sega Genesis,Action,,Capcom,SEGA
Chiki Chiki Boys,Blue Twin,Chiki Chiki Boys - Blue Twin,1117,1992,29,5,Sega Genesis,Action,,Capcom,SEGA
Chiki Chiki Boys,100%,Chiki Chiki Boys - 100%,1253,1992,29,3,Sega Genesis,Action,,Capcom,SEGA
Chiki Chiki Boys,Arcade 1-Player,Chiki Chiki Boys - Arcade 1-Player,1441,1992,29,2,Sega Genesis,Action,,Capcom,SEGA
Chiki Chiki Boys,Arcade Co-Op,Chiki Chiki Boys - Arcade Co-Op,1454,1992,29,1,Sega Genesis,Action,,Capcom,SEGA
Cabbage Patch Kids: The Patch Puppy Rescue,Any%,Cabbage Patch Kids: The Patch Puppy Rescue - Any%,384,2006,15,5,Game Boy Advance,,,1st Playable Production,D3Publisher
Super C,Any%,Super C - Any%,764.15,1990,31,97,Nintendo Entertainment System,,,,
Super C,Low%,Super C - Low%,853,1990,31,6,Nintendo Entertainment System,,,,
Super C,Any% (2 Player),Super C - Any% (2 Player),779.55,1990,31,6,Nintendo Entertainment System,,,,
Super C,Low% (2 Player),Super C - Low% (2 Player),816,1990,31,1,Nintendo Entertainment System,,,,
Secret Agent Barbie: Royal Jewels Mission (GBA),Any%,Secret Agent Barbie: Royal Jewels Mission (GBA) - Any%,869,2002,19,21,Game Boy Advance,,,,
Secret Agent Barbie: Royal Jewels Mission (GBA),100%,Secret Agent Barbie: Royal Jewels Mission (GBA) - 100%,1165,2002,19,2,Game Boy Advance,,,,
Super Ghouls 'n Ghosts,Beat the Game,Super Ghouls 'n Ghosts - Beat the Game,1895,1991,30,75,Super Nintendo,,,,
Super Ghouls 'n Ghosts,1 loop,Super Ghouls 'n Ghosts - 1 loop,891,1991,30,50,Super Nintendo,,,,
Double Dragon IV,Any%,Double Dragon IV - Any%,1175,2017,4,9,PlayStation 4,Beat 'em up,,Arc System Works,
Double Dragon IV,1CC%,Double Dragon IV - 1CC%,1054,2017,4,16,PlayStation 4,Beat 'em up,,Arc System Works,
Double Dragon IV,Tower 40F,Double Dragon IV - Tower 40F,320,2017,4,7,PlayStation 4,Beat 'em up,,Arc System Works,
Double Dragon IV,Tower 100F,Double Dragon IV - Tower 100F,1479,2017,4,1,PlayStation 4,Beat 'em up,,Arc System Works,
Double Dragon IV,2P No Damaging Partner Any%,Double Dragon IV - 2P No Damaging Partner Any%,1095,2017,4,2,PlayStation 4,Beat 'em up,,Arc System Works,
Double Dragon IV,2P Tower 100F,Double Dragon IV - 2P Tower 100F,1095,2017,4,0,PlayStation 4,Beat 'em up,,Arc System Works,
The Legend of Zelda: A Link to the Past,No Major Glitches,The Legend of Zelda: A Link to the Past - No Major Glitches,1294,1991,30,1187,Super Nintendo,Action Adventure,,Nintendo,Nintendo
The Legend of Zelda: A Link to the Past,Restricted Major Glitches,The Legend of Zelda: A Link to the Past - Restricted Major Glitches,1042,1991,30,114,Super Nintendo,Action Adventure,,Nintendo,Nintendo
The Legend of Zelda: A Link to the Past,Major Glitches,The Legend of Zelda: A Link to the Past - Major Glitches,91,1991,30,771,Super Nintendo,Action Adventure,,Nintendo,Nintendo
The Legend of Zelda: A Link to the Past,Misc,The Legend of Zelda: A Link to the Past - Misc,2106,1991,30,60,Super Nintendo,Action Adventure,,Nintendo,Nintendo
The Legend of Zelda: Twilight Princess,Any%,The Legend of Zelda: Twilight Princess - Any%,10344,2006,15,205,GameCube,Action-adventure,,Nintendo,Nintendo
The Legend of Zelda: Twilight Princess,All Dungeons,The Legend of Zelda: Twilight Princess - All Dungeons,13211,2006,15,31,GameCube,Action-adventure,,Nintendo,Nintendo
The Legend of Zelda: Twilight Princess,100%,The Legend of Zelda: Twilight Princess - 100%,23611,2006,15,33,GameCube,Action-adventure,,Nintendo,Nintendo
The Legend of Zelda: Twilight Princess,No Save & Quit,The Legend of Zelda: Twilight Princess - No Save & Quit,11136,2006,15,41,GameCube,Action-adventure,,Nintendo,Nintendo
The Legend of Zelda: Twilight Princess,Bug Limit,The Legend of Zelda: Twilight Princess - Bug Limit,9668,2006,15,45,GameCube,Action-adventure,,Nintendo,Nintendo
Violent Storm,Any% Clear,Violent Storm - Any% Clear,1128,1993,28,6,Arcade,Beat 'em up,,Konami,Konami
Violent Storm,Co-op Any% Clear,Violent Storm - Co-op Any% Clear,1839,1993,28,2,Arcade,Beat 'em up,,Konami,Konami
Violent Storm,1CC,Violent Storm - 1CC,1114,1993,28,2,Arcade,Beat 'em up,,Konami,Konami
Wii Sports,All Sports,Wii Sports - All Sports,450.033,2006,15,155,Wii U,Sports Game,,Nintendo EAD,Nintendo
Wii Sports,All Sports +,Wii Sports - All Sports +,887,2006,15,25,Wii U,Sports Game,,Nintendo EAD,Nintendo
Wii Sports,Golf: 3 Holes,Wii Sports - Golf: 3 Holes,67.167,2006,15,150,Wii U,Sports Game,,Nintendo EAD,Nintendo
Wii Sports,Golf: 9 Holes,Wii Sports - Golf: 9 Holes,243.567,2006,15,114,Wii U,Sports Game,,Nintendo EAD,Nintendo
Wii Sports,Beat the Champion,Wii Sports - Beat the Champion,596,2006,15,44,Wii U,Sports Game,,Nintendo EAD,Nintendo
Wii Sports,Pro Status,Wii Sports - Pro Status,450,2006,15,90,Wii U,Sports Game,,Nintendo EAD,Nintendo
Wii Sports,All Pro,Wii Sports - All Pro,8219,2006,15,9,Wii U,Sports Game,,Nintendo EAD,Nintendo
The Hitchhiker's Guide to the Galaxy,100%,The Hitchhiker's Guide to the Galaxy - 100%,571,1984,37,2,PC,,,,
Tobal 2,Full Quest,Tobal 2 - Full Quest,4280,1997,24,4,PlayStation,Fighting,,DreamFactory,Squaresoft
Tobal 2,Quest Any% (With TAS Clip),Tobal 2 - Quest Any% (With TAS Clip),557,1997,24,1,PlayStation,Fighting,,DreamFactory,Squaresoft
Tobal 2,Tournament Mode,Tobal 2 - Tournament Mode,165,1997,24,2,PlayStation,Fighting,,DreamFactory,Squaresoft
The Addams Family (GB),Any%,The Addams Family (GB) - Any%,79.8,1992,29,16,Super Game Boy,,,,
The Addams Family (GB),All Bosses,The Addams Family (GB) - All Bosses,568.19,1992,29,9,Super Game Boy,,,,
Vandal Hearts,Any% w/o Level Exploit,Vandal Hearts - Any% w/o Level Exploit,23877,1997,24,3,Sega Saturn,,,,
Disney's The Little Mermaid II,Any%,Disney's The Little Mermaid II - Any%,1224,2000,21,9,PlayStation 2,,,,
Disney's The Little Mermaid II,All pearls,Disney's The Little Mermaid II - All pearls,1491,2000,21,3,PlayStation 2,,,,
The Krion Conquest,The Krion Conquest Any%,The Krion Conquest - The Krion Conquest Any%,920,1990,31,8,Nintendo Entertainment System,,,,
The Krion Conquest,Magical Kids Doropie Any%,The Krion Conquest - Magical Kids Doropie Any%,1125,1990,31,1,Nintendo Entertainment System,,,,
Contra Hard Corps,Chase/Surrender,Contra Hard Corps - Chase/Surrender,851,1994,27,28,Sega Genesis,Run and Gun,,Konami,Konami
Contra Hard Corps,Chase/Fight,Contra Hard Corps - Chase/Fight,906.97,1994,27,28,Sega Genesis,Run and Gun,,Konami,Konami
Contra Hard Corps,Lab/Surrender,Contra Hard Corps - Lab/Surrender,984.42,1994,27,24,Sega Genesis,Run and Gun,,Konami,Konami
Contra Hard Corps,Lab/Fight,Contra Hard Corps - Lab/Fight,1100,1994,27,24,Sega Genesis,Run and Gun,,Konami,Konami
Contra Hard Corps,Hidden Ending,Contra Hard Corps - Hidden Ending,286.28,1994,27,43,Sega Genesis,Run and Gun,,Konami,Konami
Contra Hard Corps,100%,Contra Hard Corps - 100%,5534,1994,27,6,Sega Genesis,Run and Gun,,Konami,Konami
Club Penguin: Elite Penguin Force,Any%,Club Penguin: Elite Penguin Force - Any%,2052,2008,13,16,Nintendo DS,Adventure,,1st Playable Productions,Disney Interactive Studios
Club Penguin: Elite Penguin Force,100%,Club Penguin: Elite Penguin Force - 100%,3354,2008,13,3,Nintendo DS,Adventure,,1st Playable Productions,Disney Interactive Studios
Bonk's Adventure (GB),Any%,Bonk's Adventure (GB) - Any%,997,1992,29,13,Super Game Boy,,,,
Doom 64,BG Speed,Doom 64 - BG Speed,1521,1997,24,6,Nintendo 64,,,,
Doom 64,BG Speed (Warp),Doom 64 - BG Speed (Warp),705,1997,24,1,Nintendo 64,,,,
Doom 64,WMD Speed,Doom 64 - WMD Speed,2218,1997,24,3,Nintendo 64,,,,
Doom 64,WMD Speed (Warp),Doom 64 - WMD Speed (Warp),948,1997,24,1,Nintendo 64,,,,
Toto World 3,any%,Toto World 3 - any%,606,1993,28,2,Sega Master System,,,,
Metal Gear,Any%,Metal Gear - Any%,1458,1988,33,28,Nintendo Entertainment System,,,,
Metal Gear,Deathless,Metal Gear - Deathless,1656,1988,33,6,Nintendo Entertainment System,,,,
Metal Gear,100%,Metal Gear - 100%,2271,1988,33,2,Nintendo Entertainment System,,,,
Shadow Blasters,Any%,Shadow Blasters - Any%,464,1990,31,9,Sega Genesis,Platformer,,Cyclone System,Sage's Creation
Shadow Blasters,Co-op,Shadow Blasters - Co-op,464,1990,31,0,Sega Genesis,Platformer,,Cyclone System,Sage's Creation
Castlevania: Circle of the Moon,All Bosses,Castlevania: Circle of the Moon - All Bosses,1514,2001,20,12,Game Boy Advance,,,,
Castlevania: Circle of the Moon,Any%,Castlevania: Circle of the Moon - Any%,232,2001,20,7,Game Boy Advance,,,,
Castlevania: Circle of the Moon,Completionist,Castlevania: Circle of the Moon - Completionist,5141,2001,20,2,Game Boy Advance,,,,
Jumpin' Kid: Jack to Mame no Ki Monogatari,Any%,Jumpin' Kid: Jack to Mame no Ki Monogatari - Any%,411,1990,31,6,Nintendo Entertainment System,retro,,nintedo,
Castlevania II: Belmont's Revenge,Any% [US/EU],Castlevania II: Belmont's Revenge - Any% [US/EU],1554,1991,30,21,Game Boy Color,,,,
Castlevania II: Belmont's Revenge,Any% [JP],Castlevania II: Belmont's Revenge - Any% [JP],1614,1991,30,4,Game Boy Color,,,,
Castlevania II: Belmont's Revenge,Any% GBC,Castlevania II: Belmont's Revenge - Any% GBC,1641,1991,30,2,Game Boy Color,,,,
Castlevania II: Belmont's Revenge,Low%,Castlevania II: Belmont's Revenge - Low%,2128,1991,30,1,Game Boy Color,,,,
Crystal Beans: From Dungeon Explorer,Any%,Crystal Beans: From Dungeon Explorer - Any%,2046,1995,26,3,Super Nintendo,,,,
Crystal Beans: From Dungeon Explorer,Co-op,Crystal Beans: From Dungeon Explorer - Co-op,2046,1995,26,0,Super Nintendo,,,,
Bomberman 64: The Second Attack,Good Ending,Bomberman 64: The Second Attack - Good Ending,2772,1999,22,6,Nintendo 64,,,,
Bomberman 64: The Second Attack,Any%,Bomberman 64: The Second Attack - Any%,1972,1999,22,5,Nintendo 64,,,,
Bomberman 64: The Second Attack,All complete,Bomberman 64: The Second Attack - All complete,6476,1999,22,1,Nintendo 64,,,,
Bomberman 64: The Second Attack,100%,Bomberman 64: The Second Attack - 100%,6968,1999,22,2,Nintendo 64,,,,
TMNT: Mutant Melee,Any%,TMNT: Mutant Melee - Any%,5534,2005,16,0,GameCube,Fighting,Renderware,Konami Nawaii,Konami
TMNT: Mutant Melee,All Stages%,TMNT: Mutant Melee - All Stages%,5534,2005,16,0,GameCube,Fighting,Renderware,Konami Nawaii,Konami
The Young Indiana Jones Chronicles,Any%,The Young Indiana Jones Chronicles - Any%,674,1992,29,4,Nintendo Entertainment System,,,,
Jurassic Park: Rampage Edition,Any% Grant,Jurassic Park: Rampage Edition - Any% Grant,166,1994,27,5,Sega Genesis,,,,
Jurassic Park: Rampage Edition,Any% Glitchless Grant,Jurassic Park: Rampage Edition - Any% Glitchless Grant,564,1994,27,2,Sega Genesis,,,,
Jurassic Park: Rampage Edition,Any% Raptor,Jurassic Park: Rampage Edition - Any% Raptor,378,1994,27,2,Sega Genesis,,,,
TowerFall Ascension,Quest - 8 Stages,TowerFall Ascension - Quest - 8 Stages,1128.5,2014,7,17,PlayStation Vita,Platformer,,Matt Makes Games,Matt Makes Games
TowerFall Ascension,Quest - 12 Stages,TowerFall Ascension - Quest - 12 Stages,1991.13,2014,7,3,PlayStation Vita,Platformer,,Matt Makes Games,Matt Makes Games
TowerFall Ascension,Quest - All Stages,TowerFall Ascension - Quest - All Stages,2231.7,2014,7,3,PlayStation Vita,Platformer,,Matt Makes Games,Matt Makes Games
TowerFall Ascension,Dark World - 4 Stages,TowerFall Ascension - Dark World - 4 Stages,938.071,2014,7,5,PlayStation Vita,Platformer,,Matt Makes Games,Matt Makes Games
TowerFall Ascension,Dark World - All Stages,TowerFall Ascension - Dark World - All Stages,1269.8,2014,7,4,PlayStation Vita,Platformer,,Matt Makes Games,Matt Makes Games
TowerFall Ascension,Quest & Dark World - All Stages,TowerFall Ascension - Quest & Dark World - All Stages,3676.89,2014,7,4,PlayStation Vita,Platformer,,Matt Makes Games,Matt Makes Games
TowerFall Ascension,Trials - All Stages,TowerFall Ascension - Trials - All Stages,363,2014,7,3,PlayStation Vita,Platformer,,Matt Makes Games,Matt Makes Games
Toki (NES),Any%,Toki (NES) - Any%,613.333,1991,30,25,Nintendo Entertainment System,,,,
Toki (NES),Juju Densetsu Any%,Toki (NES) - Juju Densetsu Any%,1167,1991,30,1,Nintendo Entertainment System,,,,
Comix Zone,Any%,Comix Zone - Any%,551,1995,26,30,Sega Genesis,,,,
Comix Zone,Low%,Comix Zone - Low%,893,1995,26,3,Sega Genesis,,,,
Steamworld Dig 2,any%,Steamworld Dig 2 - any%,1554,2017,4,26,PlayStation 4,Platform,,Image&Form,
Steamworld Dig 2,4 gold stars,Steamworld Dig 2 - 4 gold stars,6850,2017,4,2,PlayStation 4,Platform,,Image&Form,
Newer Super Mario Bros. DS,Any%,Newer Super Mario Bros. DS - Any%,1662,2017,4,12,Nintendo DS,Platformer,,Skawo,Skawo
Newer Super Mario Bros. DS,Cannonless,Newer Super Mario Bros. DS - Cannonless,4064,2017,4,3,Nintendo DS,Platformer,,Skawo,Skawo
Newer Super Mario Bros. DS,100%,Newer Super Mario Bros. DS - 100%,11584,2017,4,2,Nintendo DS,Platformer,,Skawo,Skawo
Super Mario 64 DS,Any%,Super Mario 64 DS - Any%,598,2004,17,19,Nintendo DS,Platformer,,Nintendo EAD,Nintendo
Super Mario 64 DS,8 Star,Super Mario 64 DS - 8 Star,866,2004,17,24,Nintendo DS,Platformer,,Nintendo EAD,Nintendo
Super Mario 64 DS,50 Star,Super Mario 64 DS - 50 Star,2456,2004,17,57,Nintendo DS,Platformer,,Nintendo EAD,Nintendo
Super Mario 64 DS,80 Star,Super Mario 64 DS - 80 Star,3827,2004,17,116,Nintendo DS,Platformer,,Nintendo EAD,Nintendo
Super Mario 64 DS,150 Star,Super Mario 64 DS - 150 Star,9058,2004,17,47,Nintendo DS,Platformer,,Nintendo EAD,Nintendo
Sewer Sam,One Loop,Sewer Sam - One Loop,257,1983,38,1,ColecoVision,Arcade,,Interphase Technologies,Interphase Technologies
Quest for Glory II: Trial By Fire,Any% No Major Skips,Quest for Glory II: Trial By Fire - Any% No Major Skips,886,1990,31,4,PC,point and click,,Sierra,Sierra
Quest for Glory II: Trial By Fire,100%,Quest for Glory II: Trial By Fire - 100%,1428,1990,31,2,PC,point and click,,Sierra,Sierra
Quest for Glory II: Trial By Fire,Any%,Quest for Glory II: Trial By Fire - Any%,838,1990,31,2,PC,point and click,,Sierra,Sierra
NiGHTS into Dreams...,All Levels,NiGHTS into Dreams... - All Levels,1328.67,1996,25,17,Sega Saturn,,,Sonic Team,SEGA
NiGHTS into Dreams...,Claris Levels,NiGHTS into Dreams... - Claris Levels,769,1996,25,15,Sega Saturn,,,Sonic Team,SEGA
NiGHTS into Dreams...,Elliot Levels,NiGHTS into Dreams... - Elliot Levels,777.664,1996,25,12,Sega Saturn,,,Sonic Team,SEGA
NiGHTS into Dreams...,All Levels NG+,NiGHTS into Dreams... - All Levels NG+,1375.071,1996,25,5,Sega Saturn,,,Sonic Team,SEGA
NiGHTS into Dreams...,Christmas NiGHTS,NiGHTS into Dreams... - Christmas NiGHTS,328,1996,25,6,Sega Saturn,,,Sonic Team,SEGA
NiGHTS into Dreams...,All Mares All A Ranks,NiGHTS into Dreams... - All Mares All A Ranks,328,1996,25,0,Sega Saturn,,,Sonic Team,SEGA
Völgarr the Viking,Ending A,Völgarr the Viking - Ending A,909.15,2013,8,11,Wii U,Platformer,,Crazy Viking Studios,
Völgarr the Viking,Ending C+,Völgarr the Viking - Ending C+,958.92,2013,8,29,Wii U,Platformer,,Crazy Viking Studios,
Völgarr the Viking,Ending B,Völgarr the Viking - Ending B,785.22,2013,8,1,Wii U,Platformer,,Crazy Viking Studios,
Robot Wars: Extreme Destruction (GBA),All Tournaments,Robot Wars: Extreme Destruction (GBA) - All Tournaments,489.04,2002,19,3,Game Boy Advance,,,,
Robot Wars: Extreme Destruction (GBA),All Gauntlets,Robot Wars: Extreme Destruction (GBA) - All Gauntlets,595.3,2002,19,4,Game Boy Advance,,,,
The Conduit,Any%,The Conduit - Any%,3614,2009,12,3,Wii,,,,
The Incredible Crash Dummies (GB),1 Loop,The Incredible Crash Dummies (GB) - 1 Loop,185,1992,29,9,Game Boy Player,Platformer,,,
The Incredible Crash Dummies (GB),Best Ending,The Incredible Crash Dummies (GB) - Best Ending,185,1992,29,0,Game Boy Player,Platformer,,,
Bonanza Bros.,Arcade,Bonanza Bros. - Arcade,1581,1992,29,1,Arcade,Action,,NEC avenue,NEC avenue
Bonanza Bros.,"Normal (TG-16 edition,single)","Bonanza Bros. - Normal (TG-16 edition,single)",860,1992,29,1,Arcade,Action,,NEC avenue,NEC avenue
Bonanza Bros.,SMS,Bonanza Bros. - SMS,1207,1992,29,2,Arcade,Action,,NEC avenue,NEC avenue
Castlevania II: Simon's Quest,NES,Castlevania II: Simon's Quest - NES,1852,1987,34,84,Nintendo Entertainment System,Platform-adventure,,Konami,Konami
Castlevania II: Simon's Quest,Famicom Disk System,Castlevania II: Simon's Quest - Famicom Disk System,243.95,1987,34,11,Nintendo Entertainment System,Platform-adventure,,Konami,Konami
Disney's Lilo & Stitch (GBA),Any%,Disney's Lilo & Stitch (GBA) - Any%,1305,2002,19,2,Game Boy Advance,Platform,,Digital Eclipse,Disney Interactive
Disney's Lilo & Stitch (GBA),100%,Disney's Lilo & Stitch (GBA) - 100%,1459,2002,19,1,Game Boy Advance,Platform,,Digital Eclipse,Disney Interactive
Mario & Luigi: Partners in Time,Any%,Mario & Luigi: Partners in Time - Any%,9403,2005,16,10,Nintendo DS,,,,
Mario & Luigi: Partners in Time,All Bosses,Mario & Luigi: Partners in Time - All Bosses,13135,2005,16,3,Nintendo DS,,,,
Golden Axe,Tyris Flare,Golden Axe - Tyris Flare,1005,1990,31,1,Amiga,,,,
Golden Axe,Ax Battler,Golden Axe - Ax Battler,990,1990,31,1,Amiga,,,,
Golden Axe,Gilius Thunderhead,Golden Axe - Gilius Thunderhead,972,1990,31,1,Amiga,,,,
Golden Axe,2 Players Co op,Golden Axe - 2 Players Co op,972,1990,31,0,Amiga,,,,
The Adventures of Star Saver,any%,The Adventures of Star Saver - any%,712,1991,30,1,Game Boy,Platformer,,A-Wave,"Taito (NA, EU); King Records (JP)"
Cocoron,Beat the Game,Cocoron - Beat the Game,919,1991,30,13,Nintendo Entertainment System,,,,
